year	slug	doi	access	version	source_url
2025	idr-binding-proteins	10.1126/science.adr8063	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/444/5b13a2c50af1f3554a5b22541bfe21dd/science.adr8063.pdf
2025	bond-centric-assemblies	10.1038/s41563-025-02297-5	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/359/280f5a542354890249ddcba54d8ea4a8/s41563-025-02297-5.pdf
2025	integrin-materials	10.1002/adma.202500872	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/304/d51b969ac3316945cab5c3f059fa468c/Advanced%20Materials%20-%202025%20-%20Wang%20-%20De%20Novo%20Design%20of%20Integrin%205%201%20Modulating%20Proteins%20to%20Enhance%20Biomaterial%20Properties.pdf
2025	mers-miniproteins	10.1016/j.celrep.2025.115760	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/318/b75e7b62ccabe7498ae71bf9eae13b03/PIIS2211124725005315.pdf
2025	serine-hydrolases	10.1126/science.adu2454	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/358/00658c7b2ab054d306d78f892a6f98bd/science.adu2454.pdf
2025	ligandmpnn	10.1038/s41592-025-02626-1	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/331/b896bbdf83798df6853c60bf2f2a0928/s41592-025-02626-1-3.pdf
2025	rfdiffusion-antibodies	10.1038/s41586-025-09721-5	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/339/b141e332aeaefab1bd76ee450896a4bf/s41586-025-09721-5.pdf
2025	immune-receptor-binders	10.1038/s41467-025-57192-z	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/262/a76f367d2c373aa03880ace54e9a61c2/s41467-025-57192-z-1.pdf
2025	snake-venom-binders	10.1038/s41586-024-08393-x	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/345/598454dfccc95cf63542b57c1e84de1c/s41586-024-08393-x-2.pdf
2024	pseudosymmetric-heterooligomers	10.1038/s41467-024-54913-8	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/277/029421d3b8f112d159bfd9d1b2e8bd67/s41467-024-54913-8.pdf
2024	tnfr-antagonists-agonists	10.1126/science.adp1779	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/338/57c2a48df8a45632376609ec32458886/science.adp1779.pdf
2025	engineered-receptors	10.1038/s41586-024-08366-0	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/314/4b947ed97ff4f1c960dd1e22011b7098/s41586-024-08366-0-1.pdf
2024	sequence-space-diffusion	10.1038/s41587-024-02395-w	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/312/deaab1fe65adbe2dc10584032b687631/s41587-024-02395-w-1.pdf
2025	endocytosis-inducing-proteins	10.1038/s41586-024-07948-2	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/315/246337912d7e4b6c6b09ee42d073d7bc/s41586-024-07948-2.pdf
2024	pathogen-protein-interactions	10.1038/s41564-024-01791-x	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/311/d176ed00f33d7b3169b26ae496b7ed62/s41564-024-01791-x.pdf
2024	cytokine-storm-binders	10.1038/s41467-024-50919-4	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/327/e44b826ffb2757fb58a1afd3432d9a05/s41467-024-50919-4.pdf
2024	allosteric-assemblies	10.1038/s41586-024-07813-2	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/323/93bad0a8e360a61c7ad5034bc5291fb8/s41586-024-07813-2.pdf
2025	ras-drug-resistance	10.1038/s41589-024-01684-4	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/354/4f35f0baa8652820f473c74a0369d4f5/s41589-024-01684-4.pdf
2024	pseudocycle-small-molecule-binding	10.1126/science.adn3780	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/328/9f7c553633079b2a1e5ad735450b459a/science.adn3780.pdf
2024	oral-th17-antagonists	10.1016/j.cell.2024.05.052	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/346/31db078e4f327ea09e232818ce84df95/PIIS0092867424006317.pdf
2024	fgf-oligomeric-assemblies	10.1016/j.cell.2024.05.025	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/264/90c141b5fb4d24c79071b859ddd8750f/PIIS0092867424005348.pdf
2024	chlorophyll-special-pairs	10.1038/s41589-024-01626-0	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/289/bd86bfd8c8de96dd591f6bdb3d3e0f44/s41589-024-01626-0.pdf
2024	cyclic-peptide-inhibitors	10.1021/acschembio.4c00076	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/301/b5e4739b548373b20c5eaccbe9d6766b/computational-design-of-cyclic-peptide-inhibitors-of-a-bacterial-membrane-lipoprotein-peptidase.pdf
2024	macrocyclic-oligoamides	10.1126/science.adk1687	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/252/a5ddadd449c0222b787b204958e48012/science.adk1687.pdf
2024	rosettafold-all-atom	10.1126/science.adl2528	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/326/91362ad5c3c9def48ef01ea5f46d142c/science.adl2528.pdf
2024	ph-responsive-filaments	10.1038/s41565-024-01641-1	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/325/3c9e57359649aff683c07b79a3339a58/s41565-024-01641-1.pdf
2024	expanding-nanocages	N/A	FULL_TEXT_READ	official-IPD-manuscript	https://www.ipd.uw.edu/publication-pdfs/319/b73e73c806a2c81c3d8d8daa73f9dcc5/Expanding-protein-nanocages-through-designed-symmetry-breaking.pdf
2024	protein-ensemble-vae	10.1021/acs.jctc.3c01057	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/313/2a72255fb11d076a487577d6c225cda2/protein-ensemble-generation-through-variational-autoencoder-latent-space-sampling.pdf
2024	amyloidogenic-peptide-traps	10.1038/s41589-024-01578-5	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/294/238a7e3b4c9b5ee290ffa2e669a10a49/s41589-024-01578-5.pdf
2024	standardized-protein-blocks	10.1038/s41586-024-07188-4	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/284/0b4e87a5e0c97c3517186116282c2fef/s41586-024-07188-4.pdf
2024	ras-sensors	10.1038/s41587-023-02107-w	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/332/7cce2e61f46bdcef92bc6e88009ff5db/s41587-023-02107-w.pdf
2024	proteinmpnn-expression	10.1021/jacs.3c10941	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/324/ced3fda5add91aab87b622b7d6f1e7db/improving-protein-expression-stability-and-function-with-proteinmpnn.pdf
2024	helical-peptide-binders	10.1038/s41586-023-06953-1	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/292/4a43382f3b82da64ddfa8d04d4953fb7/s41586-023-06953-1.pdf
2023	calcium-carbonate-templates	10.1038/s41467-023-43608-1	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/336/aedd927d547e2e26499319487af163a2/s41467-023-43608-1.pdf
2023	zero-shot-mutation-effects	10.1002/pro.4780	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/290/91977cbd756f0e337a162c7e8cc7980a/Protein%20Science%20-%202023%20-%20Mansoor%20-%20Zero%E2%80%90shot%20mutation%20effect%20prediction%20on%20protein%20stability%20and%20function%20using%20RoseTTAFold.pdf
2023	ph-membrane-lysis	10.1002/pro.4769	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/302/d0794ceba98a28d7fad06ebb0d9d38c3/Protein%20Science%20-%202023%20-%20Goldbach%20-%20De%20novo%20design%20of%20monomeric%20helical%20bundles%20for%20pH%E2%80%90controlled%20membrane%20lysis.pdf
2023	protein-crystals	10.1038/s41563-023-01683-1	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/265/802d15499428e9cebd503bd10473b2ed/s41563-023-01683-1.pdf
2023	central-pocket-repeat-proteins	10.1038/s41594-023-01112-6	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/278/668b07d1b97d86f77a3ad40217d99f6d/s41594-023-01112-6.pdf
2025	hsp70-activator	10.1016/j.chembiol.2025.01.003	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/427/5687ec03a41397310ee5c10adee6532a/1-s2.0-S2451945625000297-main.pdf
2023	integrin-miniproteins	10.1038/s41467-023-41272-z	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/209/c9896b495206a20c4b17e4e25a0ecf86/s41467-023-41272-z.pdf
2023	patterned-nanofibres	10.1038/s41557-023-01314-x	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/285/96977320997b53b767793c9f79e27a33/s41557-023-01314-x.pdf
2023	two-state-hinge-proteins	10.1126/science.adg7731	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/293/aee212dd47243edb9c214958f1cd9bb0/science.adg7731.pdf
2023	heme-enzymes	10.1021/jacs.3c02742	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/261/20675d8011bbdef5ae305b1959415074/design-of-heme-enzymes-with-a-tunable-substrate-binding-pocket-adjacent-to-an-open-metal-coordination-site.pdf
2024	protein-hydrogels	10.1073/pnas.2309457121	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://europepmc.org/articles/PMC10861882?pdf=render
2023	rpxdock	10.1371/journal.pcbi.1010680	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/258/4b229b8f3ed5183b16735b83c2fe8816/journal.pcbi.1010680.pdf
2023	rl-protein-architectures	10.1126/science.adf6591	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/297/978548b961864a8731e82b6303977cbf/science.adf6591.pdf
2023	modular-peptide-binding-proteins	10.1038/s41586-023-05909-9	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/273/5c2a0017a8ed63714bb727c2f8bda303/s41586-023-05909-9.pdf
2023	small-beta-barrels	10.1073/pnas.2207974120	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/266/aad99e6cc67576779da1b223465afd2b/kim-et-al-2023-de-novo-design-of-small-beta-barrel-proteins.pdf
2023	asymmetric-pockets	10.1021/acs.biochem.2c00497	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/274/aaf6aed362c0ca4d6d4a11b62c3140fe/design-of-diverse-asymmetric-pockets-in-de-novo-homo-oligomeric-proteins.pdf
2022	abc-heterotrimers	10.1038/s41594-022-00879-4	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/267/d7dce2646b89b18166cdc47c4aaf84aa/s41594-022-00879-4.pdf
2023	rfdiffusion	10.1038/s41586-023-06415-8	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/291/c550abfae115ebde62482376d6cc1b02/s41586-023-06415-8.pdf
2022	cyclic-peptide-mof-ligands	10.1021/acs.chemmater.2c02597	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/272/d090ba8a7da69a60a761e5d9595ad7a0/exploration-of-structured-symmetric-cyclic-peptides-as-ligands-for-metal-organic-frameworks.pdf
2022	proteinmpnn	10.1126/science.add2187	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/275/3d98c978aed6d429d315317432f674b9/science.add2187.pdf
2022	symmetric-assembly-hallucination	10.1126/science.add1964	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/279/c75b8d32c70776ebfeab163769e28062/science.add1964.pdf
2022	symmetric-pocket-homodimers	10.1073/pnas.2113400119	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/238/dba384d5ee9fafebc7fc808f542b1d1e/hicks-et-al-2022-de-novo-design-of-protein-homodimers-containing-tunable-symmetric-protein-pockets.pdf
2022	functional-site-scaffolding	10.1126/science.abn2100	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/253/119dad78e82ddc289ad7771afd6476d9/science.abn2100.pdf
2022	covid-antibody-biosensors	10.1038/s41587-022-01280-8	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/222/77dbaac661f8f57a0ccafcec715147e8/s41587-022-01280-8.pdf
2022	axle-rotor-assemblies	10.1126/science.abm1183	FULL_TEXT_READ	institutional-author-manuscript	https://hal.science/hal-03824959/document
2022	target-structure-binders	10.1038/s41586-022-04654-9	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/229/3a10cc9e63d928dd7fdf28be0d1920ee/s41586-022-04654-9.pdf
2022	glp1-analogues	10.1021/acschembio.2c00075	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/257/9fdcd833a9a7d0670a95fcde80079d24/generation-of-potent-and-stable-glp-1-analogues-via-serine-ligation.pdf
2022	deep-learning-structure-review	10.1038/s41592-021-01360-8	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/263/914ca049ce1fb7bc0fa13eeae1d9583a/s41592-021-01360-8.pdf
2022	reconfigurable-assemblies	10.1126/science.abj7662	FULL_TEXT_READ	version-of-record-or-official-institutional-copy	https://www.ipd.uw.edu/publication-pdfs/232/3326b64a1547f0d8cf03ae0dc193fbfc/science.abj7662.pdf
